1.60533E+12,0.147043884,0.880866706,3.067970037,0
1.60535E+12,0.24507314,1.468111157,5.113283157,0
1.60537E+12,0.310425967,1.859607458,6.476825237,0
1.60539E+12,0.306110501,2.066336393,7.258162975,0
1.60541E+12,0.351117551,2.264808893,7.737555027,0
1.60543E+12,0.47369805,2.400316,8.15610981,0
1.60545E+12,0.603302419,2.455539227,8.575606346,0
1.60547E+12,0.654590368,2.492354631,8.845693588,0
1.60549E+12,0.599398792,2.539244175,8.955522537,0
1.60551E+12,0.543450832,2.583272934,9.067049026,0
1.60553E+12,0.509344459,2.59666419,9.179706573,0
1.60555E+12,0.553644478,2.621552944,9.251619339,0
1.60557E+12,0.579985559,2.631760836,9.210178375,0
1.60559E+12,0.651814878,2.606643438,9.172973633,0
1.60561E+12,0.686932027,2.612244606,9.093902588,0
1.60563E+12,0.694382131,2.631939888,9.066726685,0
1.60565E+12,0.705733359,2.613147497,9.058185577,0
1.60567E+12,0.73883903,2.613388062,9.042915344,0
1.60569E+12,0.72898674,2.629509926,8.924197197,0
1.60571E+12,0.741572201,2.601950645,8.803552628,0
1.60573E+12,0.8329615,2.57719326,8.726315498,0
1.60575E+12,0.980078936,2.388305902,8.83443737,0
1.60577E+12,1.084541798,2.236842632,8.957594872,0
1.60579E+12,1.090338349,2.190135956,8.98223877,0
1.60581E+12,0.624939144,2.206882,9.030591011,0
1.60583E+12,0.416825593,2.093547583,9.254362106,0
1.60585E+12,0.488772988,1.800917029,9.540810585,0
1.60587E+12,0.290933222,1.612214565,9.699852943,0
1.60589E+12,0.184578195,1.505566478,9.540923119,0
1.60591E+12,0.385017693,1.472774982,9.093397141,0
1.60593E+12,0.789986908,1.380684137,8.616279602,0
1.60595E+12,1.146157622,1.402289152,8.323739052,0
1.60597E+12,1.284644485,1.35923171,8.348978996,0
1.60599E+12,0.974743068,1.25391233,8.700993538,0
1.60601E+12,0.097765706,1.052816272,8.179101944,0
1.60603E+12,-0.250657976,1.040058494,7.808828831,0
1.60605E+12,-0.470171332,0.894285738,7.992936134,0
1.60607E+12,-0.172788218,0.315071315,8.284864426,0
1.60609E+12,1.420488834,-0.339222193,10.28630829,0
1.60611E+12,1.872950077,-0.369999766,10.63099957,0
1.60613E+12,1.574444294,-0.1766361,10.25426388,0
1.60615E+12,1.455247164,-0.1913791,9.715801239,0
1.60617E+12,0.600061119,-0.028825244,8.932255745,0
1.60619E+12,0.029937079,0.079543993,8.409891129,0
1.60621E+12,-0.267146647,-0.183398098,9.214057922,0
1.60623E+12,-0.596085489,-0.531075358,9.820398331,0
1.60625E+12,-1.029260039,-0.667092085,9.618094444,0
1.60627E+12,-1.318043113,-0.757769942,9.483224869,0
1.60629E+12,-2.018135786,-1.63863492,7.918484211,0
1.60631E+12,-3.771348715,-1.938574076,7.705313206,0
1.60633E+12,-4.940157413,-2.138533592,7.56319952,0
1.60635E+12,-4.972372055,-2.150533438,7.564225197,0
1.60637E+12,-4.993848801,-2.158533573,7.564908504,0
1.60639E+12,-4.15583086,-2.712937117,7.07056284,0
1.60641E+12,-4.532486916,-3.730570316,6.070622444,0
1.60643E+12,-4.796360016,-4.916563034,5.276304722,0
1.60645E+12,-4.704124928,-5.981760025,5.247945786,0
1.60647E+12,-4.642634392,-6.691891193,5.229039669,0
1.60649E+12,-5.029405117,-6.954622746,5.784659863,0
1.60651E+12,-6.161933899,-7.101046085,6.812680244,0
1.60653E+12,-7.300025463,-7.221007824,7.389490128,0
1.60655E+12,-8.186444283,-6.962601662,6.752503872,0
1.60657E+12,-9.11577034,-6.340220928,7.457910061,0
1.60659E+12,-10.24608326,-4.932505131,9.348740578,0
1.60661E+12,-9.786563873,-4.600558758,10.94448185,0
